"Jday","y1","y2","Tsoil","Tair","SWC","PAR","WS","PA","rH","LE","H","SR"
54.91666667,-0.998127572820496,-0.0611665625604862,12.29,-0.461,22.3,-18.55945988,2.81923,102.541,41.026,-35.9835666666667,-49.8,0.43
54.9375,-0.999185184182303,-0.0403604721302572,12.17,0.338,22.3,-18.53016419,2.93737,102.566,37.214,-29.887675,-71.4,0.57
54.95833333,-0.999809137243121,-0.019536864773188,12.06,0.634,22.3,-18.59420763,2.47374,102.587,36.381,-30.1417833333333,-71.4,0.39
54.97916667,-0.999999161186919,0.00129523181646365,11.97,0.178,22.3,-18.60619738,2.3492,102.616,37.834,-52.9215285714286,-64.8,NA
55,-0.99975517335862,0.0221267562619557,11.88,-0.235,22.3,-18.62756932,1.849,102.631,37.939,-61.9857142857143,-64.2,NA
55.02083333,-0.999077279847223,0.0429486774310193,11.8,-0.674,22.3,-18.62968212,2.18597,102.646,39.02,-65.1,-42.2,NA
55.04166667,-0.997965774229088,0.0637519683408885,11.72,-1.1416,22.3,-18.60997072,2.0806,102.656,40.663,-65.1,-47.2,0.4
55.0625,-0.99642113997793,0.0845275801444827,11.65,-1.459,22.3,-18.60802903,2.18874,102.65,41.294,-65.1,-44.6,0.43
55.08333333,-0.994444047053973,0.105266505968969,11.58,-1.7013,22.2,-18.57260408,2.19661,102.657,41.305,-65.1,-56,0.44
55.10416667,-0.992035352279557,0.125959754793247,11.52,-1.7165,22.2,-18.57347063,1.60566,102.657,40.088,-60.95,-44.9,0.35
55.125,-0.989196103369237,0.146598325635452,11.45,-2.3431,22.2,-18.60107577,1.58471,102.662,42.96,-49.6897866666667,-24.2,NA
55.14583333,-0.985927531538278,0.167173271053833,11.39,-2.8951,22.2,-18.59861026,1.79098,102.675,46.088,-112.1,-30,0.41
55.16666667,-0.982231053509128,0.187675671098701,11.33,-3.1172,22.2,-18.60190592,1.6252,102.68,47.469,-8.1199,-43.2,0.34
55.1875,-0.978108277145879,0.208096607802049,11.27,-3.51,22.2,-18.62049031,1.61686,102.707,49.719,-6.02036666666667,-26.1,0.37
55.20833333,-0.97356099011097,0.228427228092774,11.22,-3.8679,22.2,-18.64108896,1.5531,102.719,51.829,-5.9605,-23.2,0.34
55.22916667,-0.968591163494686,0.248658717924812,11.16,-4.24,22.2,-18.64424158,1.75108,102.735,53.77,-5.9605,-22,0.32
55.25,-0.963200959031978,0.268782277168487,11.11,-4.5813,22.2,-18.62155568,1.79686,102.749,55.123,-8.55115,-22.5,NA
55.27083333,-0.957392713851677,0.2887891816944,11.05,-4.8139,22.2,-9.940063549,1.58812,102.769,55.896,-4.42585714285714,-25.5,0.21
55.29166667,-0.951168945714839,0.308670757778772,10.99,-5.0675,22.2,92.97847979,1.62045,102.8,57.045,0.93555,-18.2,0.29
55.3125,-0.944532361785749,0.328418357494576,10.94,-5.0511,22.2,335.2720265,1.75672,102.834,57.236,13.05422,-32.7,NA
55.33333333,-0.937485839533187,0.348023419721656,10.89,-3.7433,22.2,606.0714152,2.53206,102.87,52.341,21.4,6.6102,0.27
55.35416667,-0.93003243355718,0.367477444929222,10.83,-2.6395,22.2,882.2533521,3.16014,102.887,47.899,15.9,61.2,0.37
55.375,-0.922175385879926,0.386771971162867,10.79,-1.7433,22.2,1141.501648,3.76936,102.901,43.004,26.9,116,0.37
55.39583333,-0.913918103073703,0.405898633742668,10.75,-1.1488,22.2,1384.982799,3.56278,102.904,39.923,25.9,205,0.33
55.41666667,-0.905264164649359,0.424849140521313,10.72,-0.575,22.2,1579.94325,3.54363,102.896,39.001,27.7,259,NA
55.4375,-0.896217334826978,0.443615248560764,10.69,0.0522,22.2,1727.432848,2.78975,102.874,36.773,35.6,300,0.33
55.45833333,-0.886781535979745,0.462188822285227,10.67,1.2771,22.2,1781.602724,3.14619,102.871,31.703,35.5,305,0.4
55.47916667,-0.876960858551415,0.480561809311524,10.7,1.7032,22.2,1904.53757,2.93507,102.862,29.29,39.9,325,0.37
55.5,-0.866759574260759,0.498726217906486,10.76,2.1266,22.2,1949.969832,2.5159,102.856,29.176,36.2,410,0.4
55.52083333,-0.856182105965086,0.516674173367694,10.84,2.843,22.2,1863.029736,2.27961,102.827,27.868,41.3,413,0.39
55.54166667,-0.845233039067963,0.534397894520492,10.94,3.4594,22.2,1881.707567,2.75626,102.763,26.815,39.9,384,0.44
55.5625,-0.833917136105879,0.551889672044122,11.05,4.0049,22.2,1648.461034,1.98682,102.716,25.707,44.1,396,0.48
55.58333333,-0.822239303149101,0.56914192286009,11.21,4.6669,22.2,1554.466411,2.34463,102.682,24.955,41.2,345,0.48
55.60416667,-0.810204602655106,0.586147167387578,11.37,5.2935,22.2,1503.534951,1.8198,102.653,23.864,27.8,273,0.5
55.625,-0.797818269380498,0.602898008822975,11.53,5.5613,22.2,1297.72886,1.96948,102.637,23.291,25.4,273,0.51
55.64583333,-0.785085673450402,0.619387185323468,11.68,5.7716,22.2,1038.663871,1.84097,102.639,23.738,35,235,0.53
55.66666667,-0.77201233460742,0.635607548109681,11.85,6.1113,22.2,637.1252189,1.65321,102.634,23.497,40,214,0.42
55.6875,-0.758603939386654,0.651552041779511,12.01,5.6954,22.2,598.5530674,1.32281,102.637,22.874,27.4,77.4,0.46
55.70833333,-0.744866300997869,0.667213754083166,12.14,6.1361,22.2,300.2715763,1.46984,102.66,23.261,12.9,88.8,0.48
55.72916667,-0.730805374914309,0.682585894958543,12.23,5.7321,22.2,70.74894452,1.18635,102.685,24.23,20.15,20.5,0.53
55.75,-0.716427277243781,0.69766177795624,12.27,4.8774,22.1,-11.00860213,0.53603,102.713,26.8,22.5333333333333,-3.9254,0.49
55.77083333,-0.701738241580226,0.712434867411676,12.28,2.2176,22.1,-18.67846142,0.119701,102.74,35.45,-61.6666666666667,20.2,0.43
55.79166667,-0.686744635871538,0.726898758495066,12.25,0.367,22.1,-18.64958674,0.301106,102.76,40.896,-73.04,-5.6082,NA
55.8125,-0.671452981914957,0.741047159820151,12.18,-1.262,22.1,-18.60961971,0.420787,102.767,47.851,-74.5,-2.4964,NA
55.83333333,-0.65586990934655,0.754873937829191,12.09,-2.4171,22.1,-18.67775708,0.512972,102.783,52.255,-74.5,-0.562,0.37
55.85416667,-0.64000217372216,0.768373097935444,12,-2.9663,22.1,-18.66630931,0.355067,102.797,53.964,-74.5,1.4778,0.37
55.875,-0.623856677060981,0.781538768383521,11.89,-3.647,22.1,-18.60175206,0.780173,102.824,57.543,-67.2142857142857,-0.319,0.39
55.89583333,-0.607440419152621,0.794365241673934,11.78,-4.0314,22.1,-18.6301711,0.293123,102.836,62.908,-48.55014,-0.784,0.35
55.91666667,-0.59076051678057,0.806846956871719,11.67,-4.3529,22.1,-18.61248902,0.380107,102.852,62.822,-35.9835666666667,0.166,NA
55.9375,-0.573824225233739,0.818978484781437,11.56,-4.7177,22.1,-18.58582105,0.266807,102.855,61.201,-55.11014,-0.753,0.31
55.95833333,-0.556638887121247,0.830754566249515,11.46,-5.2404,22.1,-18.61784415,0.201802,102.854,64.272,-52.2417833333333,-0.354,0.29
55.97916667,-0.539211952663344,0.842170095708096,11.37,-5.5121,22.1,-18.64578828,0.295675,102.867,65.527,-81.0751166666667,-5.3026,NA
56,-0.521551002086912,0.853220107722584,11.28,-5.7612,22,-18.62578442,0.75643,102.886,67.218,-91.65,-0.638,0.34
56.02083333,-0.503663692147847,0.863899812022204,11.19,-6.5625,22,-18.64509319,0.271049,102.906,72.743,-65.1,-10,0.37
56.04166667,-0.48555777741021,0.87420457834334,11.11,-6.8344,22,-18.55604502,0.203549,102.918,74.343,-65.1,-3.713,0.29
56.0625,-0.46724113343823,0.884129924402154,11.03,-7.0279,22,-18.57201051,0.329913,102.921,76.009,-65.1,-0.0348,NA
56.08333333,-0.448721701235112,0.893671547516573,10.95,-7.4994,22,-18.61025116,0.208939,102.905,79.517,-65.1,-0.052,0.27
56.10416667,-0.430007509427322,0.902825310808304,10.88,-7.3513,22,-18.63043765,0.471001,102.902,78.374,-60.95,-2.2012,NA
56.125,-0.411106698162524,0.911587232647489,10.8,-7.9743,22,-18.63369069,0.318152,102.882,81.793,-31.93942,0.407,0.21
56.14583333,-0.392027461681788,0.919953514742639,10.73,-8.0826,22,-18.62271194,0.354637,102.899,83.417,-112.1,0.153,NA
56.16666667,-0.372778071322367,0.927920529755203,10.66,-8.1842,21.9,-18.66131433,0.54102,102.906,83.968,-70.28796,0.849,0.18
56.1875,-0.353366900028259,0.935484812257483,10.6,-8.3172,21.9,-18.65651741,0.836276,102.915,84.131,-58.87685,-3.0805,NA
56.20833333,-0.333802363280062,0.942643083180822,10.54,-8.2585,21.9,-18.62415705,0.517341,102.94,84.879,-8.09045,3.1336,NA
56.22916667,-0.314092942826422,0.949392238891091,10.48,-8.396,21.9,-18.58839779,0.582976,102.961,85.848,-8.09045,-2.5864,NA
56.25,-0.294247211711505,0.955729343695172,10.42,-8.8564,21.9,-18.56485703,0.0569055,102.976,87.131,-6.01526666666667,-1.1612,0.23
56.27083333,-0.274273773793164,0.961651650551933,10.36,-9.0256,21.9,-5.65152291,0.179509,103.007,89.077,-1.143725,-0.0647,0.29
56.29166667,-0.254181288110392,0.967156591651291,10.31,-9.0344,21.9,134.3023243,0.259636,103.03,90.007,0.93555,-2.3765,0.16
56.3125,-0.233978494329967,0.972241772498529,10.26,-8.4278,21.9,360.7678204,0.182695,103.041,90.288,0.67,1.5351,0.22
56.33333333,-0.213674151089116,0.976904988807174,10.2,-5.6512,22,486.357228,0.195476,103.052,88.944,1.2011,4.076,0.35
56.35416667,-0.19327706090382,0.981144218618436,10.15,-2.053,22,645.5064238,0.354348,103.048,82.37,28.8,12.9037,NA
56.375,-0.172796095935256,0.984957617986446,10.11,0.763,22,604.7334207,0.30592,103.054,69.015,33.7,33.1,0.32
56.39583333,-0.152240135397735,0.988343533987085,10.08,2.8505,22,881.1473738,1.06389,103.056,57.429,36.4,128.133333333333,0.36
56.41666667,-0.131618090910587,0.991300498408556,10.05,4.184,22,1364.860678,1.03789,103.049,52.617,22.4,95.3,0.26
56.4375,-0.110938932483789,0.993827225054414,10.03,5.7795,22,1665.901258,0.758113,103.038,39.196,19.7,256,0.38
56.45833333,-0.0902116252355951,0.995922618817523,10.01,7.0658,22,1666.520883,1.40704,103.008,30.467,54.7,314,0.32
56.47916667,-0.0694451550890003,0.997585770966419,10,8.2102,22,1493.417617,1.38961,102.987,24.34,39.8,284,0.37
56.5,-0.0486485548750873,0.998815958076645,10.02,8.1222,22,1614.691877,1.9826,102.96,20.45,28.1,196,0.34
56.52083333,-0.0278308406074566,0.99961264713442,10.11,8.72,22,1744.396374,1.22276,102.934,22.405,46.7,268,0.32
56.54166667,-0.00700103742293159,0.999975492437191,10.26,9.3013,22,1801.979836,1.70525,102.9,21.198,31.8,326,0.37
56.5625,0.0138317942993126,0.999904336157445,10.46,9.9369,22,1457.026448,2.20781,102.855,20.866,45.9,286.25,NA
56.58333333,0.0346586228576685,0.999399209456166,10.69,10.3,22,1074.409297,2.32332,102.814,20.823,46.2,349,0.48
56.60416667,0.0554704191444501,0.99846033100967,10.93,10.2,22,1458.390735,1.99283,102.803,21.979,21.3,202,NA
56.625,0.0762581306129768,0.997088109203702,11.17,10.9,22,1276.462673,1.37398,102.798,21.027,61.3,238.75,0.54
56.64583333,0.0970127451422358,0.995283139252327,11.39,11.2,22,1047.862665,1.77474,102.789,17.276,44.1,242,0.47
56.66666667,0.117725264912151,0.993046203356804,11.61,11.6,22,791.5073402,2.02553,102.757,18.406,32.3,162,0.46
56.6875,0.138386680558537,0.990378274521402,11.82,11.1,22,534.1433877,2.46624,102.75,19.402,23.6,93.2,0.58
56.70833333,0.158988034733115,0.987280509688965,12.02,10.7,22,286.4489221,1.97754,102.749,21.047,19.9,55.4,NA
56.72916667,0.179520396039713,0.983754251531217,12.15,10.1,22,73.71437521,2.37909,102.743,25.164,21.75,30.1,NA
56.75,0.199974833478017,0.979801033871387,12.24,8.4729,22,-10.18076059,2.07087,102.747,31.466,16.4,-13.1,0.45
56.77083333,0.220342479450736,0.975422570863265,12.28,6.3918,22,-18.74116735,2.19088,102.767,42.56,-61.6666666666667,-18.6,0.57
56.79166667,0.240614503862513,0.970620760405936,12.28,4.4566,22,-18.69811507,1.65635,102.777,50.135,-73.04,-23.7,NA
56.8125,0.260782088952268,0.965397691152041,12.26,3.2017,22,-18.67748544,0.799481,102.778,54.464,-74.5,-18.8,0.41
56.83333333,0.280836491501475,0.959755627772581,12.2,1.3744,21.9,-18.65230968,0.843627,102.798,61.365,-74.5,6.3619,0.44
56.85416667,0.300769017196927,0.953697015982746,12.13,0.18,21.9,-18.68601543,0.715755,102.794,65.414,-74.5,3.0547,0.45
56.875,0.320570995949948,0.947224491108448,12.03,-0.155,21.9,-18.65553568,0.715101,102.78,66.255,-67.2142857142857,3.9041,NA
56.89583333,0.340233843062858,0.940340859494406,11.92,-0.515,21.9,-18.63301122,0.61879,102.778,68.184,-48.55014,-5.747,0.42
56.91666667,0.359749033955705,0.933049105121449,11.81,-0.549,21.9,-18.6172863,0.140011,102.76,71.417,-35.9835666666667,-1.5439,NA
56.9375,0.379108080068727,0.925352399697869,11.7,-0.71,21.9,-18.61104492,0.43206,102.735,75.769,-55.11014,-4.2621,0.37
56.95833333,0.398302588748151,0.917254080283386,11.59,-0.705,21.9,-18.61935448,1.09339,102.715,77.41,-52.2417833333333,-0.0419,0.42
56.97916667,0.417324238435585,0.908757657472089,11.5,-1.2176,21.9,-18.66472776,0.546337,102.72,80.357,-81.0751166666667,3.7954,0.31
57,0.436164755247825,0.899866826969194,11.4,-1.7552,21.9,-18.57155262,0.0808953,102.716,83.939,-91.65,0.512,NA
57.02083333,0.454815971348138,0.890585443518279,11.31,-1.8921,21.9,-18.48568723,0.241394,102.712,85.944,-65.1,-1.9997,0.35
57.04166667,0.473269800695197,0.880917530617894,11.23,-2.3911,21.9,-18.488109,0.327717,102.684,88.002,-65.1,-0.309,0.28
57.0625,0.491518216391693,0.870867293538533,11.15,-2.5477,21.9,-18.59155026,0.663029,102.664,90.287,-65.1,-2.1135,NA
57.08333333,0.509553307313162,0.860439089654938,11.08,-2.602,21.9,-18.52965763,0.33134,102.645,91.758,-65.1,-0.198,0.32
57.10416667,0.527367254511161,0.849637439658447,11.01,-2.8679,21.9,-18.56652618,0.143919,102.61,92.26,-60.95,-1.6668,0.28
57.125,0.544952309419138,0.838467041963337,10.94,-2.8342,21.9,-18.57426154,0.227043,102.587,92.946,-31.93942,-1.5648,0.38
57.14583333,0.56230084851767,0.826932739560061,10.88,-2.8501,21.9,-18.59096178,0.168669,102.579,93.238,-112.1,-0.251,0.36
57.16666667,0.579405350484023,0.815039532679542,10.82,-2.9909,21.9,-18.58661472,0.232504,102.591,93.671,-70.28796,-0.272,0.43
57.1875,0.59625837534039,0.802792594532635,10.76,-2.8803,21.9,-18.58347854,0.560765,102.611,94.15,-58.87685,-0.636,0.39
57.20833333,0.612852616942066,0.790197234813727,10.71,-3.0758,21.9,-18.57961878,0.592303,102.628,94.298,-10.4,-0.592,0.42
57.22916667,0.629180880962634,0.777258913767532,10.66,-3.1413,21.9,-18.54866594,0.596967,102.644,94.432,-8.09045,-0.505,0.27
57.25,0.645236065065984,0.763983259200203,10.61,-3.4592,21.9,-18.4453884,0.378327,102.657,94.215,-5.7809,-0.79,0.32
57.27083333,0.661011209012471,0.750376026775823,10.56,-3.3329,21.9,-7.453615238,0.23289,102.661,94.326,-1.7483,-0.699,NA
57.29166667,0.676499473565682,0.736443115430754,10.52,-3.4066,21.9,107.8039852,0.0616404,102.685,94.514,-1.8649,-0.265,NA
57.3125,0.691694121765676,0.722190585589989,10.48,-3.1906,21.9,318.9729679,0.0783695,102.703,94.897,2.4009,0.915,0.35
57.33333333,0.706588566457453,0.707624616411555,10.43,-1.9005,21.9,502.8792931,0.365819,102.723,94.914,-1.482,-1.8193,NA
57.35416667,0.721176350201678,0.692751522488248,10.4,0.699,21.9,746.4235502,1.01147,102.73,91.414,-10.2,-9.4181,0.33
57.375,0.735451127722264,0.677577773198067,10.37,4.9366,21.9,965.4415897,1.47235,102.741,77.819,29.9,56.24065,0.42
57.39583333,0.749406710671555,0.662109947063508,10.35,7.9375,21.9,1145.906517,1.6146,102.734,57.979,52.8,96.2,0.28
57.41666667,0.763037048623454,0.646354749675446,10.34,10.2,21.9,1351.701025,1.22188,102.724,51.456,16.9,140,0.46
57.4375,0.776336212763896,0.630319034102105,10.39,12.1,21.9,1460.913995,0.950731,102.72,47.896,34.1,249,0.35
57.45833333,0.789298437717936,0.614009752541461,10.52,13.8,21.9,1527.368009,1.22535,102.698,41.959,31.1,278,NA
57.47916667,0.8019181036995,0.59743397539728,10.75,15.1,21.9,1702.287225,1.89915,102.665,35.85,54.2,253,0.46
57.5,0.814189721508434,0.580598912666927,11.05,16.1,21.9,1751.303523,2.21447,102.612,33.839,44.7,270,NA
57.52083333,0.826107971256171,0.56351186307567,11.34,0.65,21.9,1680.020988,2.53611,102.556,61.203,64.9,310,NA
57.54166667,0.837667685741805,0.546180234230394,11.65,6.4944,21.9,1598.931303,2.44541,102.499,29.359,59.9,302,NA
57.5625,0.848863836814304,0.528611564902716,11.94,5.8493,21.9,1292.838658,3.32623,102.455,29.969,69.7,278,NA
57.58333333,0.859691570845526,0.510813471843835,12.24,7.5651,21.9,1023.331024,2.90895,102.43,38.176,54.7,215,NA
57.60416667,0.870146193397544,0.492793670937203,12.53,7.209,21.9,813.6892665,3.16208,102.41,38.048,67.2,255,NA
57.625,0.880223157003268,0.474560000289953,12.82,8.2773,21.9,867.7397908,2.87875,102.391,42.268,42.1,125,NA
57.64583333,0.889918093248299,0.456120364935959,13.08,-1.6008,21.9,755.9304826,3.05714,102.366,83.442,37.8,109,NA
57.66666667,0.899226798789366,0.437482758904885,13.32,18.4,21.9,585.4255963,3.276,102.355,39.146,35,98.8,NA
57.6875,0.908145224601084,0.418655289031735,13.54,18.1,21.9,295.44748,2.88942,102.352,40.249,33.3,57.9,NA
57.70833333,0.916669504541361,0.399646117764074,13.73,17.3,21.9,152.2519519,2.80835,102.345,44.495,34.15,-7.3735,NA
57.72916667,0.924795942775547,0.380463486061261,13.88,16.9,21.9,40.43791798,2.92127,102.356,46.807,25.6,-1.3993,NA
57.75,0.932521004531321,0.361115737829155,14,15.4,21.9,-11.83948004,2.57884,102.36,43.921,16.4,4.7583,NA
57.77083333,0.939841341036098,0.341611261054827,14.07,13.6,21.9,-18.77156069,2.16784,102.358,42.614,-56.85,-2.8289,NA
57.79166667,0.946753778396006,0.321958511446562,14.1,12.2,21.9,-18.72086039,1.84059,102.355,40.689,-67.9333333333333,-43.9,NA
57.8125,0.953255309894998,0.302166037398301,14.1,10.8,21.9,-18.68066413,1.60712,102.35,48.281,-69.15,-23.4,NA
57.83333333,0.95934311720688,0.282242419681709,14.07,9.7826,21.9,-18.6823637,1.44044,102.349,59.32,-74.5,-7.0832,NA
57.85416667,0.965014560772548,0.26219629573464,14.01,8.7295,21.8,-18.67441624,1.42392,102.348,64.823,-74.5,-7.3319,NA
57.875,0.970267173673387,0.242036385057819,13.93,-18.1,21.8,-18.67824709,1.42221,102.346,100,-67.2142857142857,-5.5451,NA
57.89583333,0.975098679035103,0.221771427699778,13.83,-16.1,21.8,-18.65675892,1.38791,102.348,100,-48.55014,-3.8948,NA
57.91666667,0.979506981940775,0.201410209098927,13.72,-15.3,21.8,-18.66437411,1.32551,102.358,100,-35.9835666666667,-1.5609,NA
57.9375,0.983490164902492,0.180961585813313,13.6,5.877,21.8,-18.64302927,0.972283,102.359,82.224,-59.2917833333333,-7.4574,NA
57.95833333,0.987046501388998,0.160434423038632,13.48,4.7931,21.8,-18.63808809,1.49226,102.325,85.189,-56.2358142857143,-0.857,NA
57.97916667,0.990174449306168,0.139837619906901,13.36,4.3313,21.8,-18.65212663,1.70572,102.308,88.696,-80.1563375,-11.1,NA
58,0.992872648084537,0.119180135448819,13.24,-8.8686,21.8,-18.65540729,1.7486,102.288,100,-91.1888888888889,-11.2,NA
58.02083333,0.99513992827796,0.0984709253888483,13.13,4.5308,21.8,-18.65445852,1.47831,102.288,86.612,-74.65,-4.3387,NA
58.04166667,0.99697530663695,0.0777189678016917,13.02,4.3768,21.8,-18.66456278,1.07102,102.277,87.408,-74.65,0.865,NA
58.0625,0.998377984823484,0.0569332892058769,12.92,4.2066,21.8,-18.64645119,1.37774,102.248,87.405,-74.65,0.168,NA
58.08333333,0.999347355043189,0.0361229008827187,12.82,3.167,21.8,-18.6349821,1.45593,102.215,89.419,-74.65,0.195,NA
58.10416667,0.999882996730783,0.0152968247904179,12.72,2.9915,21.8,-18.62519396,1.7111,102.186,91.682,-21.0995166666667,0.461,NA
58.125,0.999984676897181,-0.0055358803130307,12.63,3.2758,21.8,-18.57742005,1.67496,102.171,92.423,-31.93942,-0.871,NA
58.14583333,0.999652351773205,-0.0263661827783207,12.54,3.6318,21.8,-18.62918002,1.82784,102.157,91.894,-112.1,-1.1249,NA
58.16666667,0.998886165120077,-0.0471850519943074,12.46,4.3486,21.8,-18.63146644,1.51597,102.122,91.563,-82.7,-2.3906,NA
58.1875,0.997686450207466,-0.0679834323377849,12.4,4.5471,21.8,-18.547803,1.82692,102.097,91.919,-82.7,-12.6,NA
58.20833333,0.996053727462306,-0.0887523070598523,12.36,5.0843,21.8,-18.60939653,1.30575,102.103,93.631,-36.3603,-7.8674,NA
58.22916667,0.99398870441094,-0.109482672160764,12.31,-19,21.8,-18.60877274,1.54152,102.102,100,-36.3603,-0.919,NA
58.25,0.991492279280378,-0.130165510514119,12.26,5.9468,21.8,-18.56978281,1.62361,102.094,72.751,-92.9,-5.7695,NA
58.27083333,0.988565534661414,-0.150791855481632,12.2,5.9659,21.8,-8.860823781,1.65625,102.101,77.926,-31.94898,-3.34425,NA
58.29166667,0.985209739082633,-0.171352764835385,12.14,5.3589,21.8,88.14154528,1.90718,102.108,85.032,-26.87115,4.282,NA
58.3125,0.981426352220832,-0.191839295157463,12.09,-14,21.8,190.3143635,1.79106,102.105,100,-14.5492,5.61592,NA
58.33333333,0.977217014603167,-0.212242564934732,12.04,0.0102,21.8,595.9412276,1.50555,102.106,100,-7.141,9.16402222222222,NA
58.35416667,0.972583550806892,-0.232553728630306,12.01,2.9508,21.8,393.12779555,2.06769,102.101,100,-7.9976375,58.35,NA
58.375,0.967527976258581,-0.252763951458616,12,-6.2523,21.8,884.715533766667,2.5701,102.073,100,37.4,25.8,NA
58.39583333,0.962052483015533,-0.272864471713794,12.03,-7.4224,21.8,1134.07733538,4.3401,102.023,100,31.2,90.9,NA
58.41666667,0.956159444578731,-0.292846575091621,12.14,10.4,21.8,1290.26622714,4.71251,101.984,84.363,43.6,124,NA
58.4375,0.949851424254332,-0.312701569938522,12.31,17.5,21.8,1437.6353542,5.2333,101.966,61.855,61.7,160,NA
58.45833333,0.943131157069837,-0.332420848570168,12.54,18.1,21.8,1558.7147554,6.32822,101.963,57.672,50.2,186,NA
58.47916667,0.936001556181492,-0.351995861944179,12.81,18.6,21.8,1624.378748,6.10666,101.943,53.411,60.5,178,NA
58.5,0.928465722765379,-0.371418095479694,13.09,19,21.8,1651.9822096,6.8988,101.892,50.455,48.6,169,NA
58.52083333,0.920526924138977,-0.390679129126748,13.37,20.1,21.8,1605.0763394,5.66611,101.84,45.168,97.9,225.5,NA
58.54166667,0.912188601737983,-0.409770612488626,13.63,20.1,21.8,1469.2850992,6.11379,101.763,44.826,66.4,219,NA
58.5625,0.903454382498377,-0.428684241306438,13.88,21,21.8,1281.7622479,6.84806,101.703,40.456,73.9,336,NA
58.58333333,0.894328053268813,-0.447411816044698,14.13,21.1,21.8,1119.30600846,6.20248,101.656,38.775,78.9,338,NA
58.60416667,0.884813570325704,-0.465945217560477,14.36,20.8,21.8,950.70584438,5.1042,101.636,38.033,67.1,201,0.49
58.625,0.874915072201822,-0.484276384344809,14.59,20.8,21.8,809.22323204,5.2324,101.626,39.208,43.8,113,NA
58.64583333,0.864636850489432,-0.502397369395696,14.78,20.9,21.8,663.64652324,5.28139,101.598,39.99,39,129,0.58
58.66666667,0.853983360856489,-0.520300316529075,14.94,20.2,21.8,531.35906032,4.54478,101.573,43.367,29.5,39.2,0.71
58.6875,0.842959237271675,-0.537977438465924,15.09,19.5,21.8,365.898685756,5.48525,101.562,46.602,34.25,8.81,0.42
58.70833333,0.83156925931229,-0.555421071770606,15.19,19.1,21.8,212.344693228,4.57703,101.565,48.691,-9.8,-2.0106,0.5
58.72916667,0.819818364638543,-0.572623653896156,15.27,18.5,21.8,91.50526183,3.34914,101.56,52.352,25.6,-9.4606,0.49
58.75,0.807711664559476,-0.589577702202653,15.32,17.8,21.8,28.671593752,3.56052,101.55,56.118,28.8111111111111,-0.976,0.49
58.77083333,0.795254407973281,-0.606275866746374,15.36,17.1,21.8,-5.514929454,3.35605,101.529,61.677,-56.85,-21,0.85
58.79166667,0.782451995250959,-0.622710908149033,15.39,16.3,21.8,-17.33898579,3.91401,101.509,66.438,-67.9333333333333,-31.8,NA
58.8125,0.769309995082363,-0.63887567762936,15.4,16.1,21.8,-18.70597303,4.13212,101.523,68.408,-97.55,-17.3,0.55
58.83333333,0.755834105189738,-0.65476316743692,15.4,16,21.8,-18.68731031,2.97554,101.518,69.312,-97.55,-22.7,0.62
58.85416667,0.742030167566548,-0.670366489631725,15.4,15.8,21.8,-18.674490016,2.53533,101.532,70.173,-97.55,-15.4,0.64
58.875,0.72790418653784,-0.685678857206991,15.41,15.5,21.8,-18.671232012,2.77352,101.539,71.671,-97.55,-19.7,NA
58.89583333,0.713462286400428,-0.700693631970687,15.42,15.5,21.7,-18.663365126,2.93852,101.547,72.235,-48.55014,-15.2,NA
58.91666667,0.698710727957382,-0.71540430431838,15.42,15.8,21.7,-18.656099496,3.39916,101.561,72.277,-35.9835666666667,-15.7,0.56
58.9375,0.68365592772218,-0.729804475520893,15.43,15.8,21.7,-18.650875404,3.61822,101.557,72.751,-59.2917833333333,-17.4,0.61
58.95833333,0.66830441265096,-0.743887902866592,15.44,16,21.7,-18.650605078,3.45998,101.55,72.242,-56.2358142857143,-21.9,0.65
58.97916667,0.652662837908091,-0.757648480506466,15.46,16,21.7,-18.64862196,3.61543,101.576,72.519,-80.1563375,-20.7,0.73
59,0.636738007139138,-0.771080222975845,15.48,16.3,21.7,-18.652928662,3.65774,101.582,71.883,-55.65,-27.2,0.7
59.02083333,0.620536824471936,-0.78417730742115,15.49,16.6,21.7,-18.654601282,3.08293,101.561,71.769,-74.65,-20.4,0.69
59.04166667,0.604066313443882,-0.796934055592003,15.51,16.4,21.7,-18.651172376,2.33159,101.549,73.402,-74.65,-20,0.81
59.0625,0.587333638264537,-0.809344918661347,15.54,16,21.7,-18.64512971,1.72151,101.526,75.208,-74.65,-15.6,0.69
59.08333333,0.570346053272961,-0.82140451637178,15.56,15,21.7,-18.629722016,1.70041,101.512,78.873,-74.65,-12,0.58
59.10416667,0.553110922952814,-0.833107620244999,15.57,14.8,21.7,-18.622645464,1.78239,101.491,80.85,-21.75585,-10.4,NA
59.125,0.535635744101569,-0.844449139759618,15.58,15.1,21.7,-18.619648514,1.53137,101.475,80.645,-29.5924,-10.7,NA
59.14583333,0.517928092941473,-0.855424158264196,15.57,15,21.7,-18.602212694,0.88532,101.467,81.42,-112.1,-8.7028,NA
59.16666667,0.499995646144299,-0.866027917469607,15.57,14.7,21.7,-18.599053208,0.35824,101.462,82.609,-86.4,-4.2412,NA
59.1875,0.481846203820596,-0.876255805038506,15.56,14.2,21.7,-18.605323746,0.333229,101.482,84.65,-86.4,-2.274,0.8
